transaction_id,user_id,amount,category,merchant,description,transaction_date,transaction_time,payment_method,is_recurring,day_of_week,week_of_month,semester_number,is_academic,created_at,notes
48779b3c-f602-49c9-91f5-9eeaa1fc69d0,USR002,1284.17,Academic,Stationery Shop,Textbooks for semester,2024-07-02,13:35:32,Debit Card,False,Tuesday,1,5,True,2024-07-02T13:35:32,semester_start
77241992-2dc0-40ff-915b-7947be00389a,USR002,7404.68,Academic,Networking Event,Case study course,2024-07-02,14:32:59,Debit Card,False,Tuesday,1,5,True,2024-07-02T14:32:59,semester_start
a5a4528b-38d4-4f57-8783-fdb9d2f2a346,USR004,5500.0,Bills,Hostel Office,Monthly hostel rent,2024-07-02,14:40:16,Debit Card,True,Tuesday,1,4,False,2024-07-02T09:00:00,recurring
585f21fc-4f1a-4a4d-a52e-b71f3fc8aa84,USR007,7083.13,Academic,Exam Fee Portal,Placement prep course,2024-07-02,14:52:36,UPI,False,Tuesday,1,8,True,2024-07-02T14:52:36,semester_start
0216ee73-d86c-432e-9b7c-02ab093b10a8,USR005,922.99,Education,GitHub Pro,Cloud storage plan,2024-07-02,15:56:28,UPI,False,Tuesday,1,6,True,2024-07-02T15:56:28,semester_start
aebcf267-e9fe-48bc-a04b-f7909d2ed9b5,USR005,1752.41,Shopping,Myntra,Ethnic wear for college fest,2024-07-02,17:13:34,UPI,False,Tuesday,1,6,False,2024-07-02T17:13:34,
889f09fd-4d79-4497-95c9-cf811f59fa63,USR006,192.18,Food,Cafe Coffee Day,Coffee and snacks,2024-07-02,19:05:05,UPI,False,Tuesday,1,1,False,2024-07-02T19:05:05,
fbadcfcf-8665-4dbb-bc0f-be7ad93b6047,USR005,119.0,Entertainment,Spotify,Spotify Premium,2024-07-02,19:19:27,Credit Card,True,Tuesday,1,6,False,2024-07-02T09:00:00,recurring
09075c17-aacb-4230-ae58-cfa6aa58554a,USR003,175.1,Food,Blinkit Groceries,Breakfast from canteen,2024-07-02,20:00:25,Cash,False,Tuesday,1,7,False,2024-07-02T20:00:25,
bcb89228-442b-49c6-935b-96ca99da65d1,USR005,315.46,Food,Zomato,Coffee and snacks,2024-07-02,20:29:46,Credit Card,False,Tuesday,1,6,False,2024-07-02T20:29:46,
7fbf4aa0-12d1-4e1a-ad6d-3303c5163c86,USR004,264.09,Food,BigBasket,Dinner delivery,2024-07-02,20:40:32,UPI,False,Tuesday,1,4,False,2024-07-02T20:40:32,
1cce1d93-c199-45fe-84ad-04522030839f,USR005,259.77,Entertainment,BookMyShow,Gaming session,2024-07-02,22:29:06,Credit Card,False,Tuesday,1,6,False,2024-07-02T22:29:06,
a37acb96-4d7f-4173-8443-f5639731fb82,USR005,158.42,Entertainment,Bowling Alley,Gaming session,2024-07-02,22:42:08,Credit Card,False,Tuesday,1,6,False,2024-07-02T22:42:08,
31b51ecb-a875-48e8-8de1-0a51f794442f,USR007,242.1,Transport,BRTS Pass,Cab back from library,2024-07-03,08:36:10,Debit Card,False,Wednesday,1,8,False,2024-07-03T08:36:10,
6210aea0-fb8d-4ace-ad28-46ec60969a3a,USR007,2027.37,Academic,Stationery Shop,Textbooks for semester,2024-07-03,10:34:00,UPI,False,Wednesday,1,8,True,2024-07-03T10:34:00,semester_start
4b625c0e-4773-4e3a-b0d3-352de408f4fc,USR004,1484.59,Health,Pharmacy,Medical prescription - acute illness,2024-07-03,11:30:52,UPI,False,Wednesday,1,4,False,2024-07-03T11:30:52,anomaly
617e8374-f51e-46e0-bffe-84ef3b729786,USR005,320.42,Education,GitHub Pro,Cloud storage plan,2024-07-03,11:37:19,UPI,False,Wednesday,1,6,True,2024-07-03T11:37:19,semester_start
7a0be608-ff5e-4505-afe8-4f21750145f4,USR004,3949.43,Academic,Figma,Figma subscription,2024-07-03,12:26:28,Credit Card,False,Wednesday,1,4,True,2024-07-03T12:26:28,semester_start
ae959c7f-fb36-4539-aea6-b7c4e9412e20,USR002,106.4,Food,Subway,Midnight snack delivery,2024-07-03,13:48:17,Credit Card,False,Wednesday,1,5,False,2024-07-03T13:48:17,
bf54a8d9-c75b-4893-b177-c3bc50332fef,USR006,3669.06,Academic,Stationery Shop,Lab notebook and stationery,2024-07-03,16:51:44,UPI,False,Wednesday,1,1,True,2024-07-03T16:51:44,semester_start
8c117bbd-1124-4c99-a678-44656f7f5ed0,USR007,649.0,Entertainment,Netflix,Netflix Premium,2024-07-03,19:12:12,Credit Card,True,Wednesday,1,8,False,2024-07-03T09:00:00,recurring
17babf5c-067a-4465-86c9-c41a2e96ccfd,USR004,357.27,Food,Local Dhaba,Lunch order,2024-07-03,20:51:43,Credit Card,False,Wednesday,1,4,False,2024-07-03T20:51:43,
e9893d04-83a4-4f9b-9f8d-f3ad50c36726,USR005,649.0,Entertainment,Netflix,Netflix subscription,2024-07-03,22:00:31,Debit Card,True,Wednesday,1,6,False,2024-07-03T09:00:00,recurring
d93ce0bc-3fbb-4bac-b18a-8844df94f6b3,USR002,4274.8,Academic,Networking Event,MBA networking event fee,2024-07-04,10:28:16,Credit Card,False,Thursday,1,5,True,2024-07-04T10:28:16,semester_start
9b468893-f5c8-4ea8-be10-5180c996c693,USR003,1855.33,Academic,Project Materials Store,Certification exam fee,2024-07-04,10:40:13,Debit Card,False,Thursday,1,7,True,2024-07-04T10:40:13,semester_start
9121274b-6371-4779-aa52-3aacd8427507,USR005,3226.83,Academic,Online Course Platform,Certification prep course,2024-07-04,11:04:48,Debit Card,False,Thursday,1,6,True,2024-07-04T11:04:48,semester_start
5407cb8e-1ef5-4bce-b7d6-06ee8c22f27d,USR001,239.0,Bills,Jio Recharge,Monthly mobile recharge,2024-07-04,12:08:47,UPI,True,Thursday,1,3,False,2024-07-04T09:00:00,recurring
81cd98d1-187a-48fd-a288-f5d6d8ea5e1b,USR004,349.0,Bills,Airtel Postpaid,Airtel postpaid bill,2024-07-04,12:42:20,UPI,True,Thursday,1,4,False,2024-07-04T09:00:00,recurring
a00d89eb-491f-40b3-b51d-61cd1fe384d2,USR004,240.14,Food,Swiggy,Post-exam celebration meal,2024-07-04,13:29:27,Debit Card,False,Thursday,1,4,False,2024-07-04T13:29:27,
a0ba2250-db9a-4d07-a49e-47618f3d4ed9,USR005,5268.84,Academic,Campus Bookstore,Certification prep course,2024-07-04,13:55:24,Credit Card,False,Thursday,1,6,True,2024-07-04T13:55:24,semester_start
67cd4ca6-fd8f-4a77-8cf9-515086b2d6e0,USR003,179.0,Bills,Jio Recharge,Monthly mobile recharge,2024-07-04,15:56:58,UPI,True,Thursday,1,7,False,2024-07-04T09:00:00,recurring
4f6b2c1c-49f5-42fa-9552-6221c044498a,USR007,3415.34,Academic,Coaching Institute,Semester registration fee,2024-07-04,16:02:38,Credit Card,False,Thursday,1,8,True,2024-07-04T16:02:38,semester_start
fc36e1d8-20ba-41a4-9057-44090eca0fe3,USR007,5319.88,Academic,Online Course Platform,Mock interview platform subscription,2024-07-04,16:56:52,UPI,False,Thursday,1,8,True,2024-07-04T16:56:52,semester_start
eae2092c-494f-4153-ad1e-2d10e1f36f51,USR007,2456.73,Shopping,Myntra,Stationary and supplies,2024-07-04,18:51:58,Debit Card,False,Thursday,1,8,False,2024-07-04T18:51:58,
da10eb31-4700-4b5f-ae3d-fe2d914af2f2,USR004,487.21,Entertainment,PVR Cinemas,Concert tickets,2024-07-04,19:29:33,UPI,False,Thursday,1,4,False,2024-07-04T19:29:33,
dd61605f-acea-4983-8429-1f7a159a7a16,USR001,155.49,Food,Chai Sutta Bar,Coffee and snacks,2024-07-04,19:43:41,UPI,False,Thursday,1,3,False,2024-07-04T19:43:41,
8d752c9f-a085-4f78-a215-85025b9447ec,USR001,151.75,Transport,Metro Card Recharge,Auto to coaching class,2024-07-04,20:15:50,Cash,False,Thursday,1,3,False,2024-07-04T20:15:50,
867b2a49-011a-4121-bbb5-526ae56d7bf2,USR007,418.71,Entertainment,Escape Room Pune,VR experience,2024-07-04,20:46:06,Debit Card,False,Thursday,1,8,False,2024-07-04T20:46:06,
755f5938-3741-4820-8f0f-e9dfa8107471,USR002,256.59,Transport,Uber,Uber from airport,2024-07-04,20:48:21,Debit Card,False,Thursday,1,5,False,2024-07-04T20:48:21,
e66c546b-ea51-44dd-a832-195c8509c435,USR002,649.0,Entertainment,Netflix,Netflix Premium subscription,2024-07-04,21:37:21,UPI,True,Thursday,1,5,False,2024-07-04T09:00:00,recurring
6b874efb-7997-461d-97b7-8a890da61988,USR004,649.0,Entertainment,Netflix,Netflix subscription,2024-07-04,22:00:57,UPI,True,Thursday,1,4,False,2024-07-04T09:00:00,recurring
3e114884-47a8-40f9-a7f1-7e247be9a929,USR006,133.6,Transport,Metro Card Recharge,Auto to coaching class,2024-07-05,08:01:57,UPI,False,Friday,1,1,False,2024-07-05T08:01:57,
da7ef454-3622-447f-a604-146a46e4d130,USR007,262.13,Bills,BSNL Broadband,Electricity bill payment,2024-07-05,09:35:03,UPI,False,Friday,1,8,False,2024-07-05T09:35:03,
e9f462b3-13e4-4a03-8210-e2c1ba3c0e1c,USR003,214.54,Health,Cult.fit,Medical checkup,2024-07-05,11:36:31,Cash,False,Friday,1,7,False,2024-07-05T11:36:31,
5ece6680-a208-438b-ad04-cfc71165d54a,USR007,1519.9,Academic,Coaching Institute,Resume printing and binding,2024-07-05,12:42:47,UPI,False,Friday,1,8,True,2024-07-05T12:42:47,semester_start
aae53f9b-c6c3-469f-8d3d-c8ad83dcec36,USR007,499.0,Bills,Airtel Postpaid,Airtel postpaid,2024-07-05,14:58:25,UPI,True,Friday,1,8,False,2024-07-05T09:00:00,recurring
12e9335a-53b3-4576-9e10-a14abd2dca41,USR006,148.49,Other,Laundry Service,Miscellaneous expense,2024-07-05,15:54:15,Debit Card,False,Friday,1,1,False,2024-07-05T15:54:15,
34aa49e2-ec15-4408-9acc-14962a13099f,USR002,174.76,Transport,Rapido,Uber from airport,2024-07-05,19:07:15,Credit Card,False,Friday,1,5,False,2024-07-05T19:07:15,
b5e2e67c-9589-4454-9e45-4b0a3fcf3fff,USR005,405.7,Entertainment,Bowling Alley,Escape room booking,2024-07-05,19:48:08,UPI,False,Friday,1,6,False,2024-07-05T19:48:08,
a1730b12-b9d1-4602-b312-d43af2f58658,USR007,162.8,Transport,Metro Card Recharge,Auto to coaching class,2024-07-05,19:50:25,Credit Card,False,Friday,1,8,False,2024-07-05T19:50:25,
d8de2151-7912-4e74-8f9a-450dedc5249a,USR006,87.23,Food,Chai Sutta Bar,Post-exam celebration meal,2024-07-05,19:53:39,Debit Card,False,Friday,1,1,False,2024-07-05T19:53:39,
ee8ca12c-38ef-42f4-bace-f48a95537c65,USR007,299.0,Entertainment,Amazon Prime,Amazon Prime monthly,2024-07-05,20:05:59,Credit Card,True,Friday,1,8,False,2024-07-05T09:00:00,recurring
80f931ca-91a6-4b66-90d3-ebb5247477cf,USR007,136.17,Food,Blinkit Groceries,Post-exam celebration meal,2024-07-05,20:57:34,Debit Card,False,Friday,1,8,False,2024-07-05T20:57:34,
df01855a-d435-4639-a312-c54c90b50be3,USR007,361.09,Entertainment,BookMyShow,OTT subscription,2024-07-05,21:54:33,UPI,False,Friday,1,8,False,2024-07-05T21:54:33,
1e51648a-969c-4bb1-81ae-40c97b93d9b8,USR005,106.06,Transport,Metro Card Recharge,Metro recharge,2024-07-06,08:50:30,UPI,False,Saturday,1,6,False,2024-07-06T08:50:30,
55fcbb62-bcf3-4060-8945-11c759d5eb00,USR002,324.55,Transport,InDrive,Ola to railway station,2024-07-06,08:55:49,UPI,False,Saturday,1,5,False,2024-07-06T08:55:49,weekend_spike
5d763555-092a-43b4-b568-8ccfe7bef9a9,USR007,6886.69,Academic,Resume Printing Shop,Resume printing and binding,2024-07-06,10:01:39,Credit Card,False,Saturday,1,8,True,2024-07-06T10:01:39,"weekend_spike, semester_start"
4552b3c2-ae34-433c-a6a9-62036a476657,USR002,3779.5,Academic,Online Course Platform,MBA networking event fee,2024-07-06,11:45:27,Debit Card,False,Saturday,1,5,True,2024-07-06T11:45:27,"weekend_spike, semester_start"
12156137-2053-43ae-8098-c53610c49f5d,USR006,239.0,Bills,Jio Recharge,Monthly mobile recharge,2024-07-06,12:10:40,UPI,True,Saturday,1,1,False,2024-07-06T09:00:00,recurring
847a63b4-56ff-4416-a243-5cd304825b60,USR005,728.64,Education,NPTEL,Udemy course purchase,2024-07-06,12:18:53,Credit Card,False,Saturday,1,6,True,2024-07-06T12:18:53,semester_start
25c1ebfe-272d-477f-b8c6-03f0a2298394,USR006,2339.76,Academic,Campus Bookstore,Registration and enrollment fee,2024-07-06,15:04:49,Debit Card,False,Saturday,1,1,True,2024-07-06T15:04:49,semester_start
60400fb6-a261-4975-b93b-81836f83807f,USR007,3265.11,Academic,Online Course Platform,Mock interview platform subscription,2024-07-06,15:17:56,UPI,False,Saturday,1,8,True,2024-07-06T15:17:56,"weekend_spike, semester_start"
bbcc8fca-2724-4fce-97bb-365c5ad34fe7,USR001,1197.98,Academic,Exam Fee Portal,Placement prep course,2024-07-06,15:41:23,Cash,False,Saturday,1,3,True,2024-07-06T15:41:23,semester_start
d7c309e5-54c3-40dc-8a1a-b610239c524e,USR002,365.76,Bills,Water Bill,Monthly hostel rent,2024-07-06,15:58:03,Credit Card,False,Saturday,1,5,False,2024-07-06T15:58:03,weekend_spike
06475a74-9807-48af-b48e-bb6e2df7f723,USR007,1459.27,Shopping,Decathlon,Study lamp,2024-07-06,16:09:55,UPI,False,Saturday,1,8,False,2024-07-06T16:09:55,weekend_spike
82426613-786d-4f02-8cfa-517ed1270f22,USR005,239.0,Bills,Jio Recharge,Monthly mobile recharge,2024-07-06,17:48:24,Credit Card,True,Saturday,1,6,False,2024-07-06T09:00:00,recurring
565d82af-67cb-474e-9dd9-93cddaaa022d,USR004,358.16,Food,Amul Parlour,Midnight snack delivery,2024-07-06,21:02:01,Credit Card,False,Saturday,1,4,False,2024-07-06T21:02:01,weekend_spike
a312e465-b18c-48d3-a60d-06e9e5b1a500,USR005,821.33,Shopping,Decathlon,Study lamp,2024-07-06,21:10:36,Credit Card,False,Saturday,1,6,False,2024-07-06T21:10:36,
c851b025-35ec-4e6a-8a53-da37aafa0198,USR007,730.27,Entertainment,Gaming Zone,Movie with friends,2024-07-06,22:05:03,Debit Card,False,Saturday,1,8,False,2024-07-06T22:05:03,weekend_spike
a38e2301-2d93-46d8-9fb0-405f19ac50da,USR007,432.38,Entertainment,PVR Cinemas,Escape room booking,2024-07-06,22:38:34,Credit Card,False,Saturday,1,8,False,2024-07-06T22:38:34,weekend_spike
93240f08-5003-43b6-bb1e-b20068f34ff6,USR004,459.77,Entertainment,PVR Cinemas,VR experience,2024-07-06,23:25:54,Credit Card,False,Saturday,1,4,False,2024-07-06T23:25:54,weekend_spike
31aa515d-4808-43ec-9291-75e2ce1e3707,USR007,363.07,Entertainment,Virtual Reality Zone,VR experience,2024-07-06,23:59:14,Debit Card,False,Saturday,1,8,False,2024-07-06T23:59:14,weekend_spike
eebd94fb-e046-4ef7-b5ba-e45cbc126ba9,USR002,538.46,Shopping,Reliance Digital,Laptop bag,2024-07-07,10:51:45,UPI,False,Sunday,1,5,False,2024-07-07T10:51:45,weekend_spike
45693963-c71d-4a67-a119-1ab9da01657e,USR007,690.84,Shopping,Decathlon,New hoodie order,2024-07-07,10:56:02,UPI,False,Sunday,1,8,False,2024-07-07T10:56:02,weekend_spike
94fef00f-4b2c-4037-8ef2-ff4e2a374f0c,USR004,183.87,Health,Apollo Pharmacy,Medical checkup,2024-07-07,11:02:26,UPI,False,Sunday,1,4,False,2024-07-07T11:02:26,weekend_spike
b8d3d932-c441-486f-87af-cc115cd0a88e,USR007,1965.93,Academic,University Office,Certification exam fee,2024-07-07,12:05:43,Credit Card,False,Sunday,1,8,True,2024-07-07T12:05:43,"weekend_spike, semester_start"
e397e7b2-e835-4ad2-8a7e-1f176ed07008,USR001,2010.09,Academic,Exam Fee Portal,Semester registration fee,2024-07-07,13:17:04,UPI,False,Sunday,1,3,True,2024-07-07T13:17:04,semester_start
7a4eba91-f659-40d6-b67d-c7c571d96bc5,USR002,7575.63,Academic,Conference Registration,Case study course,2024-07-07,15:55:03,Credit Card,False,Sunday,1,5,True,2024-07-07T15:55:03,"weekend_spike, semester_start"
0ebc1148-c430-4e0e-b95d-a18962b48ef5,USR004,2550.07,Academic,Stationery Shop,Lab project materials,2024-07-07,16:30:50,UPI,False,Sunday,1,4,True,2024-07-07T16:30:50,"weekend_spike, semester_start"
c9106822-0cc4-462f-84fb-e14a9c07af9f,USR004,1620.95,Shopping,Flipkart,Shoes for placement,2024-07-07,17:03:38,UPI,False,Sunday,1,4,False,2024-07-07T17:03:38,weekend_spike
b998db1c-74c3-4c4e-b41e-ee5b7bc499d8,USR002,399.0,Bills,Airtel Postpaid,Airtel postpaid bill,2024-07-07,17:31:45,UPI,True,Sunday,1,5,False,2024-07-07T09:00:00,recurring
322c5699-78c4-43ce-8de0-47548a208b2d,USR004,335.7,Entertainment,Escape Room Pune,Weekend outing,2024-07-07,18:21:36,Debit Card,False,Sunday,1,4,False,2024-07-07T18:21:36,weekend_spike
733ca6e4-e037-44c1-ae44-8a985d57345e,USR004,387.13,Health,Netmeds,Protein powder,2024-07-07,18:58:38,Debit Card,False,Sunday,1,4,False,2024-07-07T18:58:38,weekend_spike
ecb76ad2-2982-4e7f-9b8d-5e74dfb6cd85,USR007,433.32,Entertainment,BookMyShow,Bowling night,2024-07-07,19:20:41,Credit Card,False,Sunday,1,8,False,2024-07-07T19:20:41,weekend_spike
294b2147-1986-4b0d-8d03-9da1f9f55ce7,USR007,625.79,Entertainment,Bowling Alley,Escape room booking,2024-07-07,19:45:35,Debit Card,False,Sunday,1,8,False,2024-07-07T19:45:35,weekend_spike
1410088b-55a6-4cf0-92cf-c4c0385e30e6,USR001,46.04,Transport,Uber,Rapido to friend's hostel,2024-07-07,20:38:04,Cash,False,Sunday,1,3,False,2024-07-07T20:38:04,
dd51729d-943d-4216-a9ab-dacd65cb31af,USR002,567.35,Shopping,Croma,Shoes for placement,2024-07-07,20:55:34,Credit Card,False,Sunday,1,5,False,2024-07-07T20:55:34,weekend_spike
6c52aaa0-f529-4faa-9d15-c244aa259171,USR006,74.57,Food,Subway,Dinner delivery,2024-07-07,21:24:11,Cash,False,Sunday,1,1,False,2024-07-07T21:24:11,
3967c31d-a6ad-4abc-9a2a-9b507644901c,USR002,683.68,Entertainment,BookMyShow,VR experience,2024-07-07,21:35:32,UPI,False,Sunday,1,5,False,2024-07-07T21:35:32,weekend_spike
7a52a539-cdaa-400c-9545-da70a9b9700c,USR001,248.75,Food,McDonald's,Dinner delivery,2024-07-07,22:17:29,Debit Card,False,Sunday,1,3,False,2024-07-07T22:17:29,
7e8c992f-aed4-4f6d-9aea-60de21b01d3f,USR002,882.43,Entertainment,Virtual Reality Zone,Weekend outing,2024-07-07,22:20:05,Debit Card,False,Sunday,1,5,False,2024-07-07T22:20:05,weekend_spike
691f311a-c931-4b40-961d-967746a8538f,USR002,86.71,Transport,Metro Card Recharge,Uber from airport,2024-07-08,08:20:53,Debit Card,False,Monday,2,5,False,2024-07-08T08:20:53,
b06e2ad9-9455-4c13-8a78-c47c82e77aca,USR006,660.62,Education,NPTEL,Cloud storage plan,2024-07-08,11:29:57,UPI,False,Monday,2,1,True,2024-07-08T11:29:57,semester_start
4d6439bc-1bfc-4fb5-ac57-5330376e19f5,USR007,782.88,Shopping,Decathlon,Study lamp,2024-07-08,12:19:39,UPI,False,Monday,2,8,False,2024-07-08T12:19:39,
7267812a-7974-41fe-a653-bf06e6a004fc,USR007,1345.32,Academic,Coaching Institute,Placement prep course,2024-07-08,13:06:08,Credit Card,False,Monday,2,8,True,2024-07-08T13:06:08,semester_start
7dc4bedb-5a73-45f1-ab4f-993c659e55eb,USR007,5293.74,Academic,Exam Fee Portal,GATE/CAT exam fee,2024-07-08,14:41:56,Credit Card,False,Monday,2,8,True,2024-07-08T14:41:56,semester_start
ebcc5b1e-df6c-4351-b395-3d88bcedd527,USR002,119.0,Entertainment,Spotify,Spotify Premium,2024-07-08,19:26:37,Credit Card,True,Monday,2,5,False,2024-07-08T09:00:00,recurring
b07aa848-b9e1-49a0-91bb-46439874a274,USR001,119.0,Entertainment,Spotify,Spotify Premium monthly,2024-07-08,19:37:27,UPI,True,Monday,2,3,False,2024-07-08T09:00:00,recurring
86b14479-8464-4fd2-a094-6cb633770cf2,USR004,144.62,Food,BigBasket,Groceries for the week,2024-07-08,20:54:48,UPI,False,Monday,2,4,False,2024-07-08T20:54:48,
04087644-a3eb-4a0a-b716-2ba902a15299,USR004,1518.11,Shopping,Decathlon,Stationary and supplies,2024-07-08,21:20:54,Debit Card,False,Monday,2,4,False,2024-07-08T21:20:54,
9d53cd80-1a56-4b44-97c5-968f9b887187,USR007,119.0,Entertainment,Spotify,Spotify Premium,2024-07-08,21:45:59,Credit Card,True,Monday,2,8,False,2024-07-08T09:00:00,recurring
e119eeed-52b7-405c-a5fb-4b7fb33919d7,USR007,133.01,Food,Chai Sutta Bar,Post-exam celebration meal,2024-07-08,22:05:38,UPI,False,Monday,2,8,False,2024-07-08T22:05:38,
ceb3007a-a7ae-4b8f-b284-0aaed05938b9,USR002,618.12,Entertainment,Virtual Reality Zone,Escape room booking,2024-07-08,22:16:52,UPI,False,Monday,2,5,False,2024-07-08T22:16:52,
81efab59-8f6d-47f2-8aae-38924e3aaae0,USR007,552.1,Entertainment,Bowling Alley,VR experience,2024-07-08,22:24:34,Credit Card,False,Monday,2,8,False,2024-07-08T22:24:34,
9458bf56-d9e7-46b1-9b08-18e197ced507,USR002,639.6,Entertainment,Inox,Movie with friends,2024-07-08,22:34:13,Debit Card,False,Monday,2,5,False,2024-07-08T22:34:13,
1f411bc0-75c1-4090-b7ed-d5301d83c50e,USR007,85.6,Transport,BRTS Pass,Cab back from library,2024-07-09,08:01:36,Credit Card,False,Tuesday,2,8,False,2024-07-09T08:01:36,
ee36e608-a333-41cf-af7f-fa88bb60cbb6,USR004,2864.64,Academic,Online Course Platform,Design course,2024-07-09,13:45:31,Debit Card,False,Tuesday,2,4,True,2024-07-09T13:45:31,semester_start
ad2db91a-16b2-4e96-9006-4571ccd759e7,USR004,847.67,Bills,BSNL Broadband,Monthly hostel rent,2024-07-09,14:25:24,Credit Card,False,Tuesday,2,4,False,2024-07-09T14:25:24,
97cd7b82-b51c-480a-9468-0ea6c8aebbd3,USR007,1043.16,Education,GitHub Pro,Cloud storage plan,2024-07-09,14:28:17,Credit Card,False,Tuesday,2,8,True,2024-07-09T14:28:17,semester_start
f2939be4-993e-4820-bcc5-04b7cf328227,USR002,138.92,Transport,Uber,Cab back from library,2024-07-09,17:53:25,Debit Card,False,Tuesday,2,5,False,2024-07-09T17:53:25,
0aca39ed-2e00-407e-bd93-3dec7f28853e,USR002,302.62,Food,Chai Sutta Bar,Coffee and snacks,2024-07-09,19:57:33,UPI,False,Tuesday,2,5,False,2024-07-09T19:57:33,
91a72821-ea81-44c5-af7f-dbb6d8b6d4bf,USR002,205.38,Transport,Auto Rickshaw,Cab to college,2024-07-09,20:37:27,Debit Card,False,Tuesday,2,5,False,2024-07-09T20:37:27,
22ede8ab-f40c-4c30-8ed2-b63cb7ad7356,USR002,538.4,Entertainment,Escape Room Pune,Weekend outing,2024-07-09,21:22:54,Debit Card,False,Tuesday,2,5,False,2024-07-09T21:22:54,
b124197a-9ada-418b-a6f8-0642c256232b,USR007,637.25,Entertainment,PVR Cinemas,Concert tickets,2024-07-09,21:52:16,Credit Card,False,Tuesday,2,8,False,2024-07-09T21:52:16,
220d0089-b407-4fb9-928a-c5d2184d73a7,USR004,175.36,Food,Zomato,Breakfast from canteen,2024-07-09,22:10:04,UPI,False,Tuesday,2,4,False,2024-07-09T22:10:04,
11d3a9f5-3f98-4172-b682-9f31bf5d7e30,USR005,183.51,Food,Campus Canteen,Dinner delivery,2024-07-09,22:26:12,Credit Card,False,Tuesday,2,6,False,2024-07-09T22:26:12,
ab2422a4-bb6e-4f0e-ac6e-7abde79ff94f,USR002,156.26,Food,Zomato,Late-night Zomato run,2024-07-09,23:52:22,Credit Card,False,Tuesday,2,5,False,2024-07-09T23:52:22,
5c53b6b1-3208-4f81-89fd-57de02269644,USR006,144.95,Transport,BRTS Pass,Metro recharge,2024-07-10,09:03:15,UPI,False,Wednesday,2,1,False,2024-07-10T09:03:15,
62ba0bc2-fa94-4b57-abed-8dab0ebcff60,USR006,158.03,Transport,MSRTC Bus Pass,Rapido to friend's hostel,2024-07-10,09:13:15,Cash,False,Wednesday,2,1,False,2024-07-10T09:13:15,
